epoch,arousal_output_loss,arousal_output_mae,dominance_output_loss,dominance_output_mae,loss,val_arousal_output_loss,val_arousal_output_mae,val_dominance_output_loss,val_dominance_output_mae,val_loss,val_valence_output_loss,val_valence_output_mae,valence_output_loss,valence_output_mae
0,0.322376012802124,0.41498440504074097,0.3233241140842438,0.4262707829475403,1.5249419212341309,0.3072885274887085,0.40048620104789734,0.3812813460826874,0.467696875333786,1.7051695585250854,1.016600489616394,0.7869287133216858,0.8792428374290466,0.7312251925468445
1,0.3509831726551056,0.4294806718826294,0.2503156363964081,0.3751700520515442,1.3140935897827148,0.33710819482803345,0.4243512749671936,0.3946729302406311,0.4780431091785431,1.7625163793563843,1.0307351350784302,0.7935764193534851,0.7127953171730042,0.6565288305282593
2,0.39870521426200867,0.45767179131507874,0.18650566041469574,0.3278082311153412,1.1130123138427734,0.315744012594223,0.40710213780403137,0.40251031517982483,0.4782920777797699,1.7600486278533936,1.041795015335083,0.7988146543502808,0.5278001427650452,0.5637760758399963
3,0.41961580514907837,0.46847835183143616,0.15813416242599487,0.3041170537471771,1.0165412425994873,0.30380842089653015,0.4042428433895111,0.3997657895088196,0.4807615876197815,1.7375398874282837,1.033966302871704,0.7982205152511597,0.4387907385826111,0.5171979665756226
4,0.4301079511642456,0.47290003299713135,0.14313431084156036,0.28912103176116943,0.9670384526252747,0.31577268242836,0.404549241065979,0.38740453124046326,0.4695250689983368,1.7237043380737305,1.020527720451355,0.790461003780365,0.3937966823577881,0.4887196719646454
5,0.43305689096450806,0.47471046447753906,0.13580887019634247,0.2813303470611572,0.9342847466468811,0.31274276971817017,0.40435779094696045,0.392961710691452,0.4757770597934723,1.7353769540786743,1.029672622680664,0.7934315800666809,0.36542031168937683,0.4704277813434601
6,0.4360348880290985,0.475341260433197,0.12757046520709991,0.27149245142936707,0.9039021730422974,0.29695573449134827,0.39319637417793274,0.3784603774547577,0.46294912695884705,1.70010244846344,1.0246868133544922,0.790375828742981,0.34029680490493774,0.45279133319854736
7,0.4415789842605591,0.47687122225761414,0.12185601145029068,0.2655281722545624,0.8858838081359863,0.2946282923221588,0.39556044340133667,0.3810573220252991,0.4657571315765381,1.6933542490005493,1.017667531967163,0.7890196442604065,0.3224495053291321,0.4404251277446747
8,0.4441283941268921,0.47761836647987366,0.11783907562494278,0.26027145981788635,0.8647513389587402,0.30639350414276123,0.399366557598114,0.38523030281066895,0.46818941831588745,1.7185765504837036,1.0269521474838257,0.7937662601470947,0.3027843236923218,0.4266570508480072
9,0.43123796582221985,0.47237637639045715,0.11248444765806198,0.25448328256607056,0.8311532735824585,0.301499605178833,0.395080029964447,0.38223138451576233,0.47179287672042847,1.6935776472091675,1.0098462104797363,0.786751389503479,0.287431538105011,0.41518518328666687
