epoch,arousal_output_loss,arousal_output_mae,dominance_output_loss,dominance_output_mae,loss,val_arousal_output_loss,val_arousal_output_mae,val_dominance_output_loss,val_dominance_output_mae,val_loss,val_valence_output_loss,val_valence_output_mae,valence_output_loss,valence_output_mae
10,0.44510653614997864,0.47684940695762634,0.11044161766767502,0.25174981355667114,0.8297224044799805,0.29808422923088074,0.39308878779411316,0.3810277283191681,0.46969619393348694,1.6982325315475464,1.0191203355789185,0.7916064262390137,0.2741745114326477,0.4055584967136383
11,0.4413117468357086,0.47477900981903076,0.10739753395318985,0.24753452837467194,0.8072239756584167,0.30493786931037903,0.3975602686405182,0.3836056888103485,0.4684612452983856,1.7113151550292969,1.0227707624435425,0.7885704040527344,0.25851497054100037,0.3929958641529083
12,0.4318270981311798,0.4699040353298187,0.10815198719501495,0.2464032918214798,0.8007900714874268,0.29663464426994324,0.39217323064804077,0.3825250566005707,0.4701649844646454,1.707078456878662,1.0279186964035034,0.7938175201416016,0.2608121335506439,0.39306074380874634
13,0.43457382917404175,0.47295668721199036,0.1013837680220604,0.2402302771806717,0.7664428949356079,0.30386418104171753,0.3968164324760437,0.37988245487213135,0.46140456199645996,1.7084283828735352,1.024681806564331,0.7897418141365051,0.2304849624633789,0.3701186776161194
14,0.44172850251197815,0.4729447662830353,0.09403453767299652,0.22902750968933105,0.7447377443313599,0.3083566725254059,0.4015730321407318,0.37500402331352234,0.45976585149765015,1.704651951789856,1.021290898323059,0.7905017733573914,0.20897521078586578,0.3514329195022583
15,0.4380612075328827,0.4721565842628479,0.09591838717460632,0.23288238048553467,0.7402154207229614,0.28837308287620544,0.3867121636867523,0.3790416121482849,0.4653182923793793,1.6962804794311523,1.0288656949996948,0.7923541069030762,0.20623603463172913,0.35032710433006287
16,0.4341309368610382,0.46988728642463684,0.0968446433544159,0.23406994342803955,0.7369349598884583,0.30901727080345154,0.40066927671432495,0.37619829177856445,0.4611402451992035,1.704567313194275,1.019351601600647,0.788870096206665,0.20595945417881012,0.3500325381755829
17,0.4237744212150574,0.4650457799434662,0.09619886428117752,0.23325848579406738,0.7190510630607605,0.28651273250579834,0.3864534795284271,0.3782086968421936,0.46085017919540405,1.6903042793273926,1.0255827903747559,0.7926821112632751,0.19907701015472412,0.3435440957546234
18,0.4296298921108246,0.46612170338630676,0.09404721111059189,0.2301606982946396,0.7151764035224915,0.2838600277900696,0.3811516761779785,0.3771727383136749,0.4629006087779999,1.6920981407165527,1.0310660600662231,0.7952283024787903,0.19149966537952423,0.3369908034801483
19,0.42314475774765015,0.46374449133872986,0.09220601618289948,0.22741398215293884,0.6951727271080017,0.2953430712223053,0.390947550535202,0.3831786811351776,0.4660583436489105,1.7170469760894775,1.0385252237319946,0.7995572090148926,0.17982225120067596,0.3261386752128601
20,0.4252917468547821,0.46535545587539673,0.09009449928998947,0.22476983070373535,0.6889962553977966,0.2779996395111084,0.3795700967311859,0.3875199854373932,0.48055821657180786,1.6752588748931885,1.0097384452819824,0.7877463102340698,0.1736098676919937,0.3203498423099518
21,0.4212473928928375,0.4607878029346466,0.08988716453313828,0.2238176017999649,0.6750520467758179,0.28309473395347595,0.3823392391204834,0.37751486897468567,0.46011966466903687,1.6911956071853638,1.030585765838623,0.7923068404197693,0.16391749680042267,0.3116176724433899
22,0.41966307163238525,0.46035927534103394,0.08766020834445953,0.22080329060554504,0.6645553708076477,0.2849067747592926,0.3822568356990814,0.37198734283447266,0.4574032127857208,1.6740323305130005,1.017137050628662,0.7898921370506287,0.15723347663879395,0.3042319715023041
23,0.41219228506088257,0.4559441804885864,0.08538053184747696,0.2182876318693161,0.6474519968032837,0.28814244270324707,0.38549405336380005,0.37911373376846313,0.46844884753227234,1.6990296840667725,1.0317734479904175,0.7962762117385864,0.1498786211013794,0.297071635723114
24,0.41680189967155457,0.458690881729126,0.08453123271465302,0.21700182557106018,0.6448681950569153,0.28328725695610046,0.38123881816864014,0.3744077980518341,0.45881280303001404,1.690828800201416,1.0331339836120605,0.795799970626831,0.14353561401367188,0.2905215919017792
25,0.4074039161205292,0.451895534992218,0.0839650109410286,0.2157372534275055,0.6287268996238708,0.283359169960022,0.3830753564834595,0.36919790506362915,0.46042272448539734,1.6760801076889038,1.0235227346420288,0.7918604016304016,0.1373584270477295,0.28484469652175903
26,0.4052812457084656,0.4520021677017212,0.08171004801988602,0.21291208267211914,0.6167140007019043,0.2964867055416107,0.39055147767066956,0.37662890553474426,0.4646805226802826,1.7058677673339844,1.0327526330947876,0.7947905659675598,0.12972238659858704,0.2766430079936981
27,0.40174779295921326,0.4496613144874573,0.08275342732667923,0.21388308703899384,0.6107279658317566,0.2883717119693756,0.38355833292007446,0.3702418804168701,0.45910346508026123,1.6797181367874146,1.0211039781570435,0.7895905375480652,0.12622617185115814,0.27288347482681274
28,0.40118372440338135,0.4489262104034424,0.08067567646503448,0.21110141277313232,0.6024821400642395,0.28859880566596985,0.3833743631839752,0.375,0.4590983986854553,1.707114338874817,1.0435149669647217,0.7991434931755066,0.12062320113182068,0.2661018967628479
29,0.3948652446269989,0.4460815191268921,0.07914811372756958,0.20884452760219574,0.5885159373283386,0.27291369438171387,0.37650299072265625,0.3654152750968933,0.45464134216308594,1.6513625383377075,1.0130329132080078,0.7888918519020081,0.11450257897377014,0.26033464074134827
30,0.39645838737487793,0.4458620846271515,0.07948566973209381,0.2086302787065506,0.5869497656822205,0.28261592984199524,0.3792487382888794,0.3724689185619354,0.45675554871559143,1.6853288412094116,1.0302448272705078,0.7936589121818542,0.11100567877292633,0.2554692327976227
31,0.3854229152202606,0.43947312235832214,0.07747305184602737,0.2058809995651245,0.5688772797584534,0.27939119935035706,0.3802308440208435,0.363766610622406,0.45562177896499634,1.6575400829315186,1.0143824815750122,0.7894620299339294,0.1059814915060997,0.24968914687633514
32,0.386768639087677,0.44010576605796814,0.07711301743984222,0.2056286334991455,0.5656068325042725,0.2780250012874603,0.3765262961387634,0.3734070658683777,0.45428958535194397,1.6834032535552979,1.03197181224823,0.7934032678604126,0.10172486305236816,0.24477669596672058
33,0.38281235098838806,0.43919819593429565,0.07608016580343246,0.20371809601783752,0.5570012927055359,0.27576687932014465,0.37435609102249146,0.37467193603515625,0.46311333775520325,1.6838430166244507,1.03340482711792,0.7969187498092651,0.09810822457075119,0.24047617614269257
34,0.3821338713169098,0.4363740384578705,0.07519172877073288,0.202449768781662,0.5508491396903992,0.2777869701385498,0.3772503435611725,0.36406299471855164,0.4526819884777069,1.6756995916366577,1.033850073814392,0.7969468235969543,0.0935230702161789,0.23432455956935883
35,0.37649378180503845,0.43458908796310425,0.07533727586269379,0.20220811665058136,0.5433114767074585,0.290179967880249,0.38605183362960815,0.3725522458553314,0.4568958878517151,1.6987859010696411,1.036054253578186,0.7965101003646851,0.09148047864437103,0.23214933276176453
36,0.37370362877845764,0.4322770833969116,0.07453686743974686,0.20134678483009338,0.5363520383834839,0.27654513716697693,0.374925822019577,0.3653120696544647,0.45276954770088196,1.6821918487548828,1.0403354167938232,0.7970376014709473,0.08811145275831223,0.22805188596248627
37,0.36890143156051636,0.4289163649082184,0.07293536514043808,0.1991892009973526,0.525084376335144,0.27328088879585266,0.3729093074798584,0.3685612082481384,0.4570028483867645,1.6737825870513916,1.0319408178329468,0.7968959212303162,0.08324815332889557,0.22252824902534485
38,0.3690660893917084,0.42934831976890564,0.07349365204572678,0.19909338653087616,0.524543285369873,0.3020705580711365,0.39429888129234314,0.36861491203308105,0.45032447576522827,1.6972187757492065,1.026533603668213,0.7897599339485168,0.08198345452547073,0.21977552771568298
39,0.35806769132614136,0.4242413640022278,0.07227867841720581,0.19761720299720764,0.5088900327682495,0.2666449248790741,0.3701106011867523,0.36839479207992554,0.4533252716064453,1.667272925376892,1.032233476638794,0.794877290725708,0.07854368537664413,0.2149570733308792
